repositoryName1,repositoryName2,intersection,similarity
jboss-javassist/javassist,shekhargulati/99-problems,"[junit:junit, org.hamcrest:hamcrest-all]",1.0
bastillion-io/Bastillion,bastillion-io/Bastillion-EC2,"[com.google.code.gson:gson, com.google.zxing:core, com.h2database:h2, com.jcraft:jsch, commons-codec:commons-codec, commons-configuration:commons-configuration, commons-fileupload:commons-fileupload, loophole.mvc:lmvc, org.apache.commons:commons-dbcp2, org.eclipse.jetty.websocket:javax-websocket-server-impl, org.eclipse.jetty:jetty-jaas]",0.92
graalvm/simplelanguage,oracle/graal,"[junit:junit, org.antlr:antlr4-runtime, org.graalvm.sdk:graal-sdk, org.graalvm.truffle:truffle-api, org.graalvm.truffle:truffle-dsl-processor, org.graalvm.truffle:truffle-tck]",0.86
cheese10yun/spring-guide,karcan/javaBootcamp,"[io.springfox:springfox-swagger-ui, io.springfox:springfox-swagger2]",1.0
graalvm/simplelanguage,mr-hashemi/mr-hashemi,"[junit:junit, org.antlr:antlr4-runtime, org.graalvm.sdk:graal-sdk, org.graalvm.truffle:truffle-api, org.graalvm.truffle:truffle-dsl-processor, org.graalvm.truffle:truffle-tck]",0.86
eclipsesource/J2V8,maxmind/geoip-api-java,"[junit:junit, org.mockito:mockito-core]",1.0
google/openrtb,google/openrtb-doubleclick,"[com.google.code.findbugs:jsr305, com.google.guava:guava, com.google.protobuf:protobuf-java, com.google.truth:truth, io.dropwizard.metrics:metrics-core, javax.inject:javax.inject, junit:junit, org.slf4j:slf4j-api, org.slf4j:slf4j-jdk14]",0.82
amaembo/streamex,arteam/100-Java-Concurrency-questions,"[junit:junit, org.openjdk.jmh:jmh-core, org.openjdk.jmh:jmh-generator-annprocess]",0.75
eclipse-ee4j/jersey,javaee/jersey,"[com.esotericsoftware:kryo, com.fasterxml.jackson.core:jackson-annotations, com.fasterxml.jackson.core:jackson-core, com.fasterxml.jackson.core:jackson-databind, com.fasterxml.jackson.jaxrs:jackson-jaxrs-base, com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider, com.fasterxml.jackson.module:jackson-module-jaxb-annotations, com.fasterxml:classmate, com.github.fge:json-patch, com.google.guava:guava, com.sun.xml.bind:jaxb-impl, com.uber.jaeger:jaeger-core, com.yammer.metrics:metrics-core, commons-codec:commons-codec, commons-io:commons-io, commons-lang:commons-lang, commons-logging:commons-logging, io.dropwizard.metrics:metrics-core, io.netty:netty-all, io.opentracing:opentracing-api, io.opentracing:opentracing-util, javax.enterprise:cdi-api, javax.servlet:javax.servlet-api, javax.servlet:servlet-api, javax:javaee-api, junit:junit, org.apache.cxf:cxf-rt-rs-client, org.apache.felix:org.apache.felix.eventadmin, org.apache.felix:org.apache.felix.framework, org.apache.felix:org.apache.felix.framework.security, org.apache.felix:org.apache.felix.http.bundle, org.apache.httpcomponents:httpclient, org.apache.httpcomponents:httpcore-osgi, org.apache.maven.plugin-testing:maven-plugin-testing-harness, org.apache.maven.plugin-tools:maven-plugin-annotations, org.apache.maven.plugins:maven-enforcer-plugin, org.apache.maven.shared:maven-dependency-tree, org.apache.maven:maven-artifact, org.apache.maven:maven-compat, org.apache.maven:maven-core, org.apache.maven:maven-model, org.apache.maven:maven-plugin-api, org.apache.maven:maven-project, org.aspectj:aspectjrt, org.aspectj:aspectjweaver, org.codehaus.gmavenplus:gmavenplus-plugin, org.codehaus.jackson:jackson-core-asl, org.codehaus.jackson:jackson-jaxrs, org.codehaus.jackson:jackson-mapper-asl, org.codehaus.jackson:jackson-xc, org.codehaus.jettison:jettison, org.codehaus.woodstox:woodstox-core-asl, org.eclipse.jetty:jetty-client, org.eclipse.jetty:jetty-continuation, org.eclipse.jetty:jetty-server, org.eclipse.jetty:jetty-servlet, org.eclipse.jetty:jetty-util, org.eclipse.jetty:jetty-webapp, org.eclipse.persistence:org.eclipse.persistence.moxy, org.eclipse:yasson, org.glassfish.grizzly:connection-pool, org.glassfish.grizzly:grizzly-http-client, org.glassfish.grizzly:grizzly-http-server, org.glassfish.grizzly:grizzly-http-servlet, org.glassfish.grizzly:grizzly-websockets, org.glassfish.hk2.external:aopalliance-repackaged, org.glassfish.hk2:hk2-api, org.glassfish.hk2:osgi-resource-locator, org.glassfish.jersey.bundles:jaxrs-ri, org.glassfish.jersey.connectors:jersey-apache-connector, org.glassfish.jersey.connectors:jersey-grizzly-connector, org.glassfish.jersey.connectors:jersey-jdk-connector, org.glassfish.jersey.connectors:jersey-jetty-connector, org.glassfish.jersey.connectors:jersey-netty-connector, org.glassfish.jersey.containers.glassfish:jersey-gf-ejb, org.glassfish.jersey.containers:jersey-container-grizzly2-http, org.glassfish.jersey.containers:jersey-container-grizzly2-servlet, org.glassfish.jersey.containers:jersey-container-jdk-http, org.glassfish.jersey.containers:jersey-container-jetty-http, org.glassfish.jersey.containers:jersey-container-jetty-servlet, org.glassfish.jersey.containers:jersey-container-netty-http, org.glassfish.jersey.containers:jersey-container-servlet, org.glassfish.jersey.containers:jersey-container-servlet-core, org.glassfish.jersey.containers:jersey-container-simple-http, org.glassfish.jersey.core:jersey-client, org.glassfish.jersey.core:jersey-common, org.glassfish.jersey.core:jersey-server, org.glassfish.jersey.examples.osgi-helloworld-webapp:additional-bundle, org.glassfish.jersey.examples.osgi-helloworld-webapp:alternate-version-bundle, org.glassfish.jersey.examples.osgi-helloworld-webapp:lib-bundle, org.glassfish.jersey.examples.osgi-http-service:bundle, org.glassfish.jersey.ext.cdi:jersey-cdi1x, org.glassfish.jersey.ext.cdi:jersey-cdi1x-ban-custom-hk2-binding, org.glassfish.jersey.ext.cdi:jersey-cdi1x-servlet, org.glassfish.jersey.ext.cdi:jersey-cdi1x-transaction, org.glassfish.jersey.ext.cdi:jersey-cdi1x-validation, org.glassfish.jersey.ext.cdi:jersey-weld2-se, org.glassfish.jersey.ext.rx:jersey-rx-client-guava, org.glassfish.jersey.ext.rx:jersey-rx-client-rxjava, org.glassfish.jersey.ext.rx:jersey-rx-client-rxjava2, org.glassfish.jersey.ext:jersey-bean-validation, org.glassfish.jersey.ext:jersey-declarative-linking, org.glassfish.jersey.ext:jersey-entity-filtering, org.glassfish.jersey.ext:jersey-metainf-services, org.glassfish.jersey.ext:jersey-mvc, org.glassfish.jersey.ext:jersey-mvc-bean-validation, org.glassfish.jersey.ext:jersey-mvc-freemarker, org.glassfish.jersey.ext:jersey-mvc-jsp, org.glassfish.jersey.ext:jersey-mvc-mustache, org.glassfish.jersey.ext:jersey-proxy-client, org.glassfish.jersey.ext:jersey-servlet-portability, org.glassfish.jersey.ext:jersey-spring4, org.glassfish.jersey.ext:jersey-wadl-doclet, org.glassfish.jersey.incubator:jersey-open-tracing, org.glassfish.jersey.inject:jersey-cdi2-se, org.glassfish.jersey.inject:jersey-hk2, org.glassfish.jersey.media:jersey-media-jaxb, org.glassfish.jersey.media:jersey-media-json-binding, org.glassfish.jersey.media:jersey-media-json-jackson, org.glassfish.jersey.media:jersey-media-json-jackson1, org.glassfish.jersey.media:jersey-media-json-jettison, org.glassfish.jersey.media:jersey-media-json-processing, org.glassfish.jersey.media:jersey-media-kryo, org.glassfish.jersey.media:jersey-media-moxy, org.glassfish.jersey.media:jersey-media-multipart, org.glassfish.jersey.media:jersey-media-sse, org.glassfish.jersey.security:oauth1-client, org.glassfish.jersey.security:oauth1-server, org.glassfish.jersey.security:oauth1-signature, org.glassfish.jersey.security:oauth2-client, org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-external, org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-grizzly2, org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-inmemory, org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-jdk-http, org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-jetty, org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-netty, org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-simple, org.glassfish.jersey.test-framework:jersey-test-framework-core, org.glassfish.jersey.test-framework:jersey-test-framework-util, org.glassfish.jersey.test-framework:memleak-test-common, org.glassfish.jersey.tests.integration:ejb-multimodule-lib, org.glassfish.jersey.tests.integration:ejb-multimodule-reload-lib, org.glassfish.jersey.tests.integration:j-59-ejb-lib, org.glassfish.main.common:container-common, org.glassfish.main.ejb:ejb-container, org.glassfish:javax.servlet, org.glassfish:jsonp-jaxrs, org.hamcrest:hamcrest-library, org.javassist:javassist, org.jboss.logging:jboss-logging, org.jboss.weld.se:weld-se-core, org.jboss.weld.servlet:weld-servlet, org.jboss:jboss-vfs, org.jmockit:jmockit, org.mortbay.jetty:jetty, org.mortbay.jetty:jetty-util, org.mortbay.jetty:servlet-api-2.5, org.netbeans.api:org-openide-util-lookup, org.netbeans.html:ko-ws-tyrus, org.netbeans.html:net.java.html.json, org.openjdk.jmh:jmh-core, org.openjdk.jmh:jmh-generator-annprocess, org.ops4j.pax.exam:pax-exam, org.ops4j.pax.exam:pax-exam-container-forked, org.ops4j.pax.exam:pax-exam-junit-extender-impl, org.ops4j.pax.exam:pax-exam-junit4, org.ops4j.pax.exam:pax-exam-link-mvn, org.ops4j.pax.logging:pax-logging-api, org.ops4j.pax.tinybundles:tinybundles, org.ops4j.pax.url:pax-url-aether, org.ops4j.pax.web:pax-web-extender-war, org.ops4j.pax.web:pax-web-jetty-bundle, org.osgi:org.osgi.compendium, org.osgi:org.osgi.core, org.reactivestreams:reactive-streams, org.simpleframework:simple-common, org.simpleframework:simple-http, org.simpleframework:simple-transport, org.skyscreamer:jsonassert, org.slf4j:slf4j-jdk14, org.slf4j:slf4j-log4j12, org.swinglabs:swing-layout, org.testng:testng, xerces:xercesImpl, xmlunit:xmlunit]",0.73
aionnetwork/aion,joshjdevl/libsodium-jni,"[com.google.guava:guava, junit:junit]",1.0
fordfrog/apgdiff,shekhargulati/99-problems,"[junit:junit, org.hamcrest:hamcrest-all]",1.0
FastFilter/fastfilter_java,arteam/100-Java-Concurrency-questions,"[junit:junit, org.openjdk.jmh:jmh-core, org.openjdk.jmh:jmh-generator-annprocess]",0.75
AdoptOpenJDK/openjdk-jdk,SAP/SapMachine,"[com.sun.hotspot.igv:BatikSVGProxy, com.sun.hotspot.igv:Bytecodes, com.sun.hotspot.igv:ControlFlow, com.sun.hotspot.igv:Coordinator, com.sun.hotspot.igv:Data, com.sun.hotspot.igv:Difference, com.sun.hotspot.igv:Filter, com.sun.hotspot.igv:FilterWindow, com.sun.hotspot.igv:Graal, com.sun.hotspot.igv:Graph, com.sun.hotspot.igv:HierarchicalLayout, com.sun.hotspot.igv:Layout, com.sun.hotspot.igv:NetworkConnection, com.sun.hotspot.igv:SelectionCoordinator, com.sun.hotspot.igv:ServerCompiler, com.sun.hotspot.igv:Settings, com.sun.hotspot.igv:Util, com.sun.hotspot.igv:View, com.sun.hotspot.igv:branding, junit:junit, net.java.dev.swing-layout:swing-layout, org.netbeans.api:org-netbeans-api-progress, org.netbeans.api:org-netbeans-api-progress-nb, org.netbeans.api:org-netbeans-api-visual, org.netbeans.api:org-netbeans-modules-nbjunit, org.netbeans.api:org-netbeans-modules-options-api, org.netbeans.api:org-netbeans-spi-quicksearch, org.netbeans.api:org-openide-actions, org.netbeans.api:org-openide-awt, org.netbeans.api:org-openide-dialogs, org.netbeans.api:org-openide-explorer, org.netbeans.api:org-openide-filesystems, org.netbeans.api:org-openide-loaders, org.netbeans.api:org-openide-nodes, org.netbeans.api:org-openide-util, org.netbeans.api:org-openide-util-lookup, org.netbeans.api:org-openide-util-ui, org.netbeans.api:org-openide-windows]",1.0
openjdk/jdk,openjdk/valhalla,"[com.sun.hotspot.igv:BatikSVGProxy, com.sun.hotspot.igv:Bytecodes, com.sun.hotspot.igv:ControlFlow, com.sun.hotspot.igv:Coordinator, com.sun.hotspot.igv:Data, com.sun.hotspot.igv:Difference, com.sun.hotspot.igv:Filter, com.sun.hotspot.igv:FilterWindow, com.sun.hotspot.igv:Graal, com.sun.hotspot.igv:Graph, com.sun.hotspot.igv:HierarchicalLayout, com.sun.hotspot.igv:Layout, com.sun.hotspot.igv:NetworkConnection, com.sun.hotspot.igv:SelectionCoordinator, com.sun.hotspot.igv:ServerCompiler, com.sun.hotspot.igv:Settings, com.sun.hotspot.igv:Util, com.sun.hotspot.igv:View, com.sun.hotspot.igv:branding, junit:junit, net.java.dev.swing-layout:swing-layout, org.netbeans.api:org-netbeans-api-progress, org.netbeans.api:org-netbeans-api-progress-nb, org.netbeans.api:org-netbeans-api-visual, org.netbeans.api:org-netbeans-modules-nbjunit, org.netbeans.api:org-netbeans-modules-options-api, org.netbeans.api:org-netbeans-spi-quicksearch, org.netbeans.api:org-openide-actions, org.netbeans.api:org-openide-awt, org.netbeans.api:org-openide-dialogs, org.netbeans.api:org-openide-explorer, org.netbeans.api:org-openide-filesystems, org.netbeans.api:org-openide-loaders, org.netbeans.api:org-openide-nodes, org.netbeans.api:org-openide-util, org.netbeans.api:org-openide-util-lookup, org.netbeans.api:org-openide-util-ui, org.netbeans.api:org-openide-windows]",1.0
jfree/jfreechart,unitsofmeasurement/unit-api,"[org.junit.jupiter:junit-jupiter-api, org.junit.jupiter:junit-jupiter-engine]",1.0
AdoptOpenJDK/openjdk-jdk,openjdk/jdk,"[com.sun.hotspot.igv:BatikSVGProxy, com.sun.hotspot.igv:Bytecodes, com.sun.hotspot.igv:ControlFlow, com.sun.hotspot.igv:Coordinator, com.sun.hotspot.igv:Data, com.sun.hotspot.igv:Difference, com.sun.hotspot.igv:Filter, com.sun.hotspot.igv:FilterWindow, com.sun.hotspot.igv:Graal, com.sun.hotspot.igv:Graph, com.sun.hotspot.igv:HierarchicalLayout, com.sun.hotspot.igv:Layout, com.sun.hotspot.igv:NetworkConnection, com.sun.hotspot.igv:SelectionCoordinator, com.sun.hotspot.igv:ServerCompiler, com.sun.hotspot.igv:Settings, com.sun.hotspot.igv:Util, com.sun.hotspot.igv:View, com.sun.hotspot.igv:branding, junit:junit, net.java.dev.swing-layout:swing-layout, org.netbeans.api:org-netbeans-api-progress, org.netbeans.api:org-netbeans-api-progress-nb, org.netbeans.api:org-netbeans-api-visual, org.netbeans.api:org-netbeans-modules-nbjunit, org.netbeans.api:org-netbeans-modules-options-api, org.netbeans.api:org-netbeans-spi-quicksearch, org.netbeans.api:org-openide-actions, org.netbeans.api:org-openide-awt, org.netbeans.api:org-openide-dialogs, org.netbeans.api:org-openide-explorer, org.netbeans.api:org-openide-filesystems, org.netbeans.api:org-openide-loaders, org.netbeans.api:org-openide-nodes, org.netbeans.api:org-openide-util, org.netbeans.api:org-openide-util-lookup, org.netbeans.api:org-openide-util-ui, org.netbeans.api:org-openide-windows]",1.0
zeroturnaround/zt-exec,zeroturnaround/zt-process-killer,"[ch.qos.logback:logback-classic, commons-io:commons-io, junit:junit, org.apache.commons:commons-lang3, org.slf4j:slf4j-api]",0.71
broadgsa/gatk,broadgsa/gatk-protected,"[colt:colt, com.github.broadinstitute:picard, com.github.samtools:htsjdk, com.google.caliper:caliper, com.google.code.cofoja:cofoja, com.google.code.gson:gson, com.google.inject:guice, com.intel.gkl:gkl, com.sun:tools, commons-collections:commons-collections, commons-httpclient:commons-httpclient, commons-io:commons-io, commons-lang:commons-lang, commons-logging:commons-logging, gov.nist.math:jama, it.unimi.dsi:fastutil, javax.mail:mail, log4j:log4j, net.java.dev.jets3t:jets3t, net.java.dev.jna:jna, net.sf.jgrapht:jgrapht, net.sf.snpeff:snpeff, org.apache.commons:commons-email, org.apache.commons:commons-jexl, org.apache.commons:commons-math, org.apache.commons:commons-math3, org.apache.httpcomponents:httpclient, org.broadinstitute.gatk:gatk-engine, org.broadinstitute.gatk:gatk-queue, org.broadinstitute.gatk:gatk-queue-extensions-generator, org.broadinstitute.gatk:gatk-tools-public, org.broadinstitute.gatk:gatk-utils, org.freemarker:freemarker, org.mongodb:mongo-java-driver, org.reflections:reflections, org.scala-lang:scala-compiler, org.scala-lang:scala-library, org.simpleframework:simple-xml, org.slf4j:slf4j-api, org.slf4j:slf4j-log4j12, org.testng:testng, org.uncommons:reportng, us.levk:drmaa-gridengine]",0.93
4pr0n/ripme,RipMeApp/ripme,"[commons-cli:commons-cli, commons-configuration:commons-configuration, commons-io:commons-io, log4j:log4j, org.apache.httpcomponents:httpclient, org.apache.httpcomponents:httpmime, org.json:json, org.jsoup:jsoup]",0.73
arteam/100-Java-Concurrency-questions,uber/h3-java,"[junit:junit, org.openjdk.jmh:jmh-core, org.openjdk.jmh:jmh-generator-annprocess]",0.75
eclipsesource/J2V8,stateless4j/stateless4j,"[junit:junit, org.mockito:mockito-core]",1.0
albfernandez/juniversalchardet,j256/two-factor-auth,"[commons-codec:commons-codec, junit:junit]",1.0
AlmasB/FXTutorials,jjenkov/javafx-examples,"[org.openjfx:javafx-controls, org.openjfx:javafx-fxml, org.openjfx:javafx-graphics, org.openjfx:javafx-media, org.openjfx:javafx-swing]",0.71
JMCuixy/swagger2word,cheese10yun/spring-guide,"[io.springfox:springfox-swagger-ui, io.springfox:springfox-swagger2]",1.0
DarLiner/vjtools,vipshop/vjtools,"[ch.qos.logback:logback-classic, com.google.code.gson:gson, com.google.guava:guava, com.sun:sa-jdi, com.sun:tools, com.vip.vjtools:vjkit, junit:junit, net.sf.dozer:dozer, net.sf.jopt-simple:jopt-simple, org.apache.commons:commons-lang3, org.assertj:assertj-core, org.mockito:mockito-core, org.slf4j:slf4j-api, org.sonarsource.java:java-frontend, org.sonarsource.sonarqube:sonar-plugin-api, org.sonarsource.sslr-squid-bridge:sslr-squid-bridge, org.sonarsource.sslr:sslr-testing-harness]",0.77
AdoptOpenJDK/openjdk-jdk,openjdk/loom,"[com.sun.hotspot.igv:BatikSVGProxy, com.sun.hotspot.igv:Bytecodes, com.sun.hotspot.igv:ControlFlow, com.sun.hotspot.igv:Coordinator, com.sun.hotspot.igv:Data, com.sun.hotspot.igv:Difference, com.sun.hotspot.igv:Filter, com.sun.hotspot.igv:FilterWindow, com.sun.hotspot.igv:Graal, com.sun.hotspot.igv:Graph, com.sun.hotspot.igv:HierarchicalLayout, com.sun.hotspot.igv:Layout, com.sun.hotspot.igv:NetworkConnection, com.sun.hotspot.igv:SelectionCoordinator, com.sun.hotspot.igv:ServerCompiler, com.sun.hotspot.igv:Settings, com.sun.hotspot.igv:Util, com.sun.hotspot.igv:View, com.sun.hotspot.igv:branding, junit:junit, net.java.dev.swing-layout:swing-layout, org.netbeans.api:org-netbeans-api-progress, org.netbeans.api:org-netbeans-api-progress-nb, org.netbeans.api:org-netbeans-api-visual, org.netbeans.api:org-netbeans-modules-nbjunit, org.netbeans.api:org-netbeans-modules-options-api, org.netbeans.api:org-netbeans-spi-quicksearch, org.netbeans.api:org-openide-actions, org.netbeans.api:org-openide-awt, org.netbeans.api:org-openide-dialogs, org.netbeans.api:org-openide-explorer, org.netbeans.api:org-openide-filesystems, org.netbeans.api:org-openide-loaders, org.netbeans.api:org-openide-nodes, org.netbeans.api:org-openide-util, org.netbeans.api:org-openide-util-lookup, org.netbeans.api:org-openide-util-ui, org.netbeans.api:org-openide-windows]",0.95
awslabs/multi-model-server,vdurmont/semver4j,"[junit:junit, org.mockito:mockito-all]",1.0
mr-hashemi/mr-hashemi,oracle/graal,"[junit:junit, org.antlr:antlr4-runtime, org.graalvm.sdk:graal-sdk, org.graalvm.truffle:truffle-api, org.graalvm.truffle:truffle-dsl-processor, org.graalvm.truffle:truffle-tck]",0.75
fordfrog/apgdiff,jboss-javassist/javassist,"[junit:junit, org.hamcrest:hamcrest-all]",1.0
openjdk/panama-foreign,openjdk/valhalla,"[com.sun.hotspot.igv:BatikSVGProxy, com.sun.hotspot.igv:Bytecodes, com.sun.hotspot.igv:ControlFlow, com.sun.hotspot.igv:Coordinator, com.sun.hotspot.igv:Data, com.sun.hotspot.igv:Difference, com.sun.hotspot.igv:Filter, com.sun.hotspot.igv:FilterWindow, com.sun.hotspot.igv:Graal, com.sun.hotspot.igv:Graph, com.sun.hotspot.igv:HierarchicalLayout, com.sun.hotspot.igv:Layout, com.sun.hotspot.igv:NetworkConnection, com.sun.hotspot.igv:SelectionCoordinator, com.sun.hotspot.igv:ServerCompiler, com.sun.hotspot.igv:Settings, com.sun.hotspot.igv:Util, com.sun.hotspot.igv:View, com.sun.hotspot.igv:branding, junit:junit, net.java.dev.swing-layout:swing-layout, org.netbeans.api:org-netbeans-api-progress, org.netbeans.api:org-netbeans-api-progress-nb, org.netbeans.api:org-netbeans-api-visual, org.netbeans.api:org-netbeans-modules-nbjunit, org.netbeans.api:org-netbeans-modules-options-api, org.netbeans.api:org-netbeans-spi-quicksearch, org.netbeans.api:org-openide-actions, org.netbeans.api:org-openide-awt, org.netbeans.api:org-openide-dialogs, org.netbeans.api:org-openide-explorer, org.netbeans.api:org-openide-filesystems, org.netbeans.api:org-openide-loaders, org.netbeans.api:org-openide-nodes, org.netbeans.api:org-openide-util, org.netbeans.api:org-openide-util-lookup, org.netbeans.api:org-openide-util-ui, org.netbeans.api:org-openide-windows]",1.0
opentelecoms-org/jsmpp,uudashr/jsmpp,"[commons-codec:commons-codec, junit:junit, org.jsmpp:jsmpp, org.slf4j:slf4j-api, org.slf4j:slf4j-log4j12, org.slf4j:slf4j-simple, org.testng:testng]",0.78
SAP/SapMachine,openjdk/loom,"[com.sun.hotspot.igv:BatikSVGProxy, com.sun.hotspot.igv:Bytecodes, com.sun.hotspot.igv:ControlFlow, com.sun.hotspot.igv:Coordinator, com.sun.hotspot.igv:Data, com.sun.hotspot.igv:Difference, com.sun.hotspot.igv:Filter, com.sun.hotspot.igv:FilterWindow, com.sun.hotspot.igv:Graal, com.sun.hotspot.igv:Graph, com.sun.hotspot.igv:HierarchicalLayout, com.sun.hotspot.igv:Layout, com.sun.hotspot.igv:NetworkConnection, com.sun.hotspot.igv:SelectionCoordinator, com.sun.hotspot.igv:ServerCompiler, com.sun.hotspot.igv:Settings, com.sun.hotspot.igv:Util, com.sun.hotspot.igv:View, com.sun.hotspot.igv:branding, junit:junit, net.java.dev.swing-layout:swing-layout, org.netbeans.api:org-netbeans-api-progress, org.netbeans.api:org-netbeans-api-progress-nb, org.netbeans.api:org-netbeans-api-visual, org.netbeans.api:org-netbeans-modules-nbjunit, org.netbeans.api:org-netbeans-modules-options-api, org.netbeans.api:org-netbeans-spi-quicksearch, org.netbeans.api:org-openide-actions, org.netbeans.api:org-openide-awt, org.netbeans.api:org-openide-dialogs, org.netbeans.api:org-openide-explorer, org.netbeans.api:org-openide-filesystems, org.netbeans.api:org-openide-loaders, org.netbeans.api:org-openide-nodes, org.netbeans.api:org-openide-util, org.netbeans.api:org-openide-util-lookup, org.netbeans.api:org-openide-util-ui, org.netbeans.api:org-openide-windows]",0.95
JDKMissionControl/jmc,openjdk/jmc,"[junit:junit, org.jacoco:jacoco-maven-plugin, org.openjdk.jmc:common, org.openjdk.jmc:common.test, org.openjdk.jmc:flightrecorder, org.openjdk.jmc:flightrecorder.rules, org.openjdk.jmc:flightrecorder.rules.jdk, org.openjdk.jmc:flightrecorder.rules.jdk.test, org.openjdk.jmc:flightrecorder.rules.test, org.openjdk.jmc:flightrecorder.test, org.openjdk.jmc:org.openjdk.jmc.alert, org.openjdk.jmc:org.openjdk.jmc.attach, org.openjdk.jmc:org.openjdk.jmc.browser, org.openjdk.jmc:org.openjdk.jmc.browser.attach, org.openjdk.jmc:org.openjdk.jmc.browser.jdp, org.openjdk.jmc:org.openjdk.jmc.commands, org.openjdk.jmc:org.openjdk.jmc.console.jconsole, org.openjdk.jmc:org.openjdk.jmc.console.pde, org.openjdk.jmc:org.openjdk.jmc.console.persistence, org.openjdk.jmc:org.openjdk.jmc.console.twitter, org.openjdk.jmc:org.openjdk.jmc.console.ui, org.openjdk.jmc:org.openjdk.jmc.console.ui.diagnostic, org.openjdk.jmc:org.openjdk.jmc.console.ui.mbeanbrowser, org.openjdk.jmc:org.openjdk.jmc.console.ui.notification, org.openjdk.jmc:org.openjdk.jmc.console.ui.subscriptions, org.openjdk.jmc:org.openjdk.jmc.docs, org.openjdk.jmc:org.openjdk.jmc.feature.console, org.openjdk.jmc:org.openjdk.jmc.feature.console.ui.subscriptions, org.openjdk.jmc:org.openjdk.jmc.feature.core, org.openjdk.jmc:org.openjdk.jmc.feature.flightrecorder, org.openjdk.jmc:org.openjdk.jmc.feature.flightrecorder.ext.g1, org.openjdk.jmc:org.openjdk.jmc.feature.flightrecorder.ext.jfx, org.openjdk.jmc:org.openjdk.jmc.feature.flightrecorder.metadata, org.openjdk.jmc:org.openjdk.jmc.feature.ide, org.openjdk.jmc:org.openjdk.jmc.feature.ide.launch, org.openjdk.jmc:org.openjdk.jmc.feature.jconsole, org.openjdk.jmc:org.openjdk.jmc.feature.joverflow, org.openjdk.jmc:org.openjdk.jmc.feature.license, org.openjdk.jmc:org.openjdk.jmc.feature.pde, org.openjdk.jmc:org.openjdk.jmc.feature.rcp, org.openjdk.jmc:org.openjdk.jmc.feature.rcp.update, org.openjdk.jmc:org.openjdk.jmc.feature.twitter, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.configuration, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.configuration.test, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.controlpanel.ui, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.controlpanel.ui.configuration, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.controlpanel.ui.configuration.test, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.controlpanel.ui.test, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.ext.g1, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.ext.jfx, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.ext.jfx.test, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.metadata, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.pde, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.rules.extensionprovider, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.ui, org.openjdk.jmc:org.openjdk.jmc.flightrecorder.ui.test, org.openjdk.jmc:org.openjdk.jmc.greychart, org.openjdk.jmc:org.openjdk.jmc.greychart.test, org.openjdk.jmc:org.openjdk.jmc.greychart.ui, org.openjdk.jmc:org.openjdk.jmc.ide.jdt, org.openjdk.jmc:org.openjdk.jmc.ide.launch, org.openjdk.jmc:org.openjdk.jmc.ide.launch.test, org.openjdk.jmc:org.openjdk.jmc.ide.ui, org.openjdk.jmc:org.openjdk.jmc.joverflow, org.openjdk.jmc:org.openjdk.jmc.joverflow.test, org.openjdk.jmc:org.openjdk.jmc.joverflow.ui, org.openjdk.jmc:org.openjdk.jmc.osgi.extension, org.openjdk.jmc:org.openjdk.jmc.pde, org.openjdk.jmc:org.openjdk.jmc.rcp.application, org.openjdk.jmc:org.openjdk.jmc.rcp.intro, org.openjdk.jmc:org.openjdk.jmc.rcp.product.feature, org.openjdk.jmc:org.openjdk.jmc.rjmx, org.openjdk.jmc:org.openjdk.jmc.rjmx.ext, org.openjdk.jmc:org.openjdk.jmc.rjmx.services.jfr, org.openjdk.jmc:org.openjdk.jmc.rjmx.services.jfr.test, org.openjdk.jmc:org.openjdk.jmc.rjmx.test, org.openjdk.jmc:org.openjdk.jmc.rjmx.ui, org.openjdk.jmc:org.openjdk.jmc.ui, org.openjdk.jmc:org.openjdk.jmc.ui.common, org.openjdk.jmc:org.openjdk.jmc.ui.common.test, org.openjdk.jmc:org.openjdk.jmc.ui.test, org.ow2.asm:asm, org.ow2.asm:asm-commons, org.ow2.asm:asm-util, org.owasp.encoder:encoder]",0.88
